Timestamp,Do you agree?,Age,Gender,Years of programming experience,"Please pick a number, try to choose a random and unique one","According to the text, why do penguins waddle?",Answer 1,Valid 1,Corrected 1,Final 1,Answer 2,Valid 2,Corrected 2,Final 2,Answer 3,Valid 3,Corrected 3,Final 3,Answer 4,Valid 4,Corrected 4,Final 4,Answer 5,Valid 5,Corrected 5,Final 5
12/19/2021 21:32:15,Yes,42,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",I dont know,0,I dont know,0,I dont know,0,I dont know,0,Sum_squares_diff,1,Sum_squares_diff,1,Sum_exp_digits,1,Sum_exp_digits,1,Multiply_digits,1,Multiply_digits,1
12/19/2021 22:24:27,Yes,26,Male,2-4 years,12,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
12/19/2021 22:42:07,Yes,34,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",count_words_in_sentence,1,count_words_in_sentence,1,find_indices_to_target,1,find_indices_to_target,1,calc_diff_squares,1,calc_diff_squares,1,calc_sum_of_power,1,calc_sum_of_power,1,multiply_digits,1,multiply_digits,1
12/20/2021 10:15:46,Yes,26,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,get_right_numbers,1,get_right_numbers,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,calc_digits,1,calc_digits,1
12/20/2021 11:56:12,Yes,29,Male,2-4 years,2,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,sum_of_digts,1,sum_of_digts,1
12/20/2021 14:56:18,Yes,41,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",word_counter,1,word_counter,1,indices_sum_to_target,1,indices_sum_to_target,1,diff_sum_squares,1,diff_sum_squares,1,i don't know,0,i don't know,0,multiply_digits,1,multiply_digits,1
12/20/2021 15:05:24,Yes,35,Female,2-4 years,8,"Their feet are adapted to swimming, not walking.",Words_process,1,Words_process,1,Find_right_numbers,1,Find_right_numbers,1,Calc_diff_alg,1,Calc_diff_alg,1,Compute_exp_sum,1,Compute_exp_sum,1,Digit_calc,1,Digit_calc,1
12/20/2021 17:08:39,Yes,52,Male,More than 5 years,12,"Their feet are adapted to swimming, not walking.",i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0,i do not know,0
12/22/2021 11:19:15,Yes,38,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",words_in_sentence,1,words_in_sentence,1,sum_to_target,1,sum_to_target,1,diff_from_squre,1,diff_from_squre,1,I don't know,0,I don't know,0,I don't know,0,I don't know,0
12/22/2021 11:26:53,Yes,29,Male,2-4 years,3,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,sum_digits,1,sum_digits,1,sum_squares_diff,1,sum_squares_diff,1,sum_exp,1,sum_exp,1,multiply_digits,1,multiply_digits,1
12/22/2021 11:34:52,Yes,32,Male,2-4 years,7,"Their feet are adapted to swimming, not walking.",word_count,1,word_count,1,sum_to_target,1,sum_to_target,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,multiply_digits,1,multiply_digits,1
12/24/2021 18:56:44,Yes,23,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,slices_val_indices_something,1,slices_val_indices_,1,square_sum_diff,1,square_sum_diff,1,power_sum,1,power_sum,1,exp_digit_sum,1,exp_digit_sum,1
12/25/2021 21:37:53,Yes,36,Male,More than 5 years,7,"Their feet are adapted to swimming, not walking.",words_counter,1,words_counter,1,indices_sum_to_target,1,indices_sum_to_target,1,sum_square_diff,1,sum_square_diff,1,sum_exp_digits,1,sum_exp_digits,1,multiply_digits,1,multiply_digits,1
12/28/2021 10:53:49,Yes,28,Male,More than 5 years,3,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,find_indices_sum_target,1,find_indices_sum_target,1,sum_square_diff,1,sum_square_diff,1,sum_square_digits,1,sum_square_digits,1,multiply_digits,1,multiply_digits,1
12/30/2021 12:04:49,Yes,36,Male,More than 5 years,2,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,digits_calc,1,digits_calc,1
12/30/2021 12:35:38,Yes,25,Male,2-4 years,7,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,sum_to_target,1,sum_to_target,1,sum_square_diff,1,sum_square_diff,1,I can't recall,0,I can't recall,0,I can't recall,0,I can't recall,0
12/30/2021 14:09:06,Yes,49,Male,More than 5 years,2,"Their feet are adapted to swimming, not walking.",word_process,1,word_process,1,find_right_numbers,1,find_right_numbers,1,calc_distance,1,calc_distance,1,I do not know,0,I do not know,0,process_digits,1,process_digits,1
12/30/2021 14:14:51,Yes,44,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,digits_calc,1,digits_calc,1
12/30/2021 22:01:36,Yes,38,Male,More than 5 years,9,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,sum_square_diff,1,sum_square_diff,1,sum_digits_exp,1,sum_digits_exp,1,I do not know,0,I do not know,0
12/31/2021 11:46:30,Yes,20,Male,More than 5 years,6,"Their feet are adapted to swimming, not walking.",I dont know,0,I dont know,0,find_match_numbers,1,find_match_numbers,1,calc_diff_alg,1,calc_diff_alg,1,compute_exp_sum,1,compute_exp_sum,1,I dont know,0,I dont know,0
12/31/2021 16:47:06,Yes,33,Male,More than 5 years,6,"Their feet are adapted to swimming, not walking.",words_in_sentence,1,words_in_sentence,1,I dont know,0,I dont know,0,I dont know,0,I dont know,0,sun_of_squars,1,sun_of_squars,1,digit_in_number,1,digit_in_number,1
6/15/2021 12:52:49,Yes,28,Female,2-4 years,2,"Their feet are adapted to swimming, not walking.",I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,digits_calc,1,digits_calc,1
6/15/2021 13:39:10,Yes,26,Female,2-4 years,10,"Their feet are adapted to swimming, not walking.",words_process,1,words_process,1,find_right_numbers,1,find_right_numbers,1,culc_dif_alg,1,calc_dif_alg,1,compute_exp_num,1,compute_exp_num,1,digits_culc,1,digits_calc,1
6/15/2021 14:31:12,Yes,30,Male,2-4 years,12,"Their feet are adapted to swimming, not walking.",i don't know,0,i don't know,0,find_right_num,1,find_right_num,1,calc_diff_alg,1,calc_diff_alg,1,calc_exp_sum,1,calc_exp_sum,1,calc_digits,1,calc_digits,1
6/15/2021 14:40:15,Yes,28,Male,2-4 years,10,"Their feet are adapted to swimming, not walking.",Count_words,1,Count_words,1,I do not know ,0,I do not know ,0,I do not know ,0,I do not know ,0,I do not know ,0,I do not know ,0,Digits_calc,1,Digits_calc,1
6/15/2021 15:37:38,Yes,30,Male,2-4 years,2,"Their feet are adapted to swimming, not walking.",count_words,1,count_words,1,check_value,1,check_value,1,sum_square,1,sum_square,1,check_power,1,check_power,1,I do not know,0,I do not know,0
6/15/2021 16:13:04,Yes,30,Male,More than 5 years,8,"Their feet are adapted to swimming, not walking.",I do not know,1,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0,I do not know,0
6/16/2021 23:33:50,Yes,30,Male,2-4 years,4,"Their feet are adapted to swimming, not walking.",I don't know,1,I don't know,0,find_right_numbers,1,find_right_numbers,1,calc_diff_alg,1,calc_diff_alg,1,sum_number ,1,sum_number ,1,I don't know ,0,I don't know ,0
